"","date","mean_temp"
"1292",2018-07-15,71
"1293",2018-07-16,71
"1294",2018-07-17,76
"1295",2018-07-18,76
"1296",2018-07-19,71
"1297",2018-07-20,72
"1298",2018-07-21,69
"1299",2018-07-22,71
"1300",2018-07-23,79
"1301",2018-07-24,80
"1302",2018-07-25,79
"1303",2018-07-26,77
"1304",2018-07-27,79
"1305",2018-07-28,79
"1306",2018-07-29,79
"1307",2018-07-30,76
"1308",2018-07-31,75
"1309",2018-08-01,75
"1310",2018-08-02,84
"1311",2018-08-03,82
"1312",2018-08-04,77
"1313",2018-08-05,78
"1314",2018-08-06,86
"1315",2018-08-07,85
"1316",2018-08-08,79
"1317",2018-08-09,80
"1318",2018-08-10,78
"1319",2018-08-11,70
"1320",2018-08-12,70
"1321",2018-08-13,70
"1322",2018-08-14,73
"1323",2018-08-15,79
"1324",2018-08-16,83
"1325",2018-08-17,75
"1326",2018-08-18,77
"1327",2018-08-19,69
"1328",2018-08-20,70
"1329",2018-08-21,68
"1330",2018-08-22,73
"1331",2018-08-23,72
"1332",2018-08-24,73
"1333",2018-08-25,74
"1334",2018-08-26,73
"1335",2018-08-27,81
"1336",2018-08-28,86
"1337",2018-08-29,89
"1338",2018-08-30,81
"1339",2018-08-31,70
"1340",2018-09-01,68
"1341",2018-09-02,73
"1342",2018-09-03,83
"1343",2018-09-04,81
"1344",2018-09-05,79
"1345",2018-09-06,81
"1346",2018-09-07,70
"1347",2018-09-08,67
"1348",2018-09-09,61
"1349",2018-09-10,64
"1350",2018-09-11,68
"1351",2018-09-12,68
"1352",2018-09-13,68
"1353",2018-09-14,69
"1354",2018-09-15,67
"1355",2018-09-16,72
"1356",2018-09-17,75
"1357",2018-09-18,72
"1358",2018-09-19,64
"1359",2018-09-20,63
"1360",2018-09-21,66
"1361",2018-09-22,68
"1362",2018-09-23,59
"1363",2018-09-24,57
"1364",2018-09-25,62
"1365",2018-09-26,75
"1366",2018-09-27,66
"1367",2018-09-28,60
"1368",2018-09-29,64
"1369",2018-09-30,62
"1370",2018-10-01,61
"1371",2018-10-02,59
"1372",2018-10-03,59
"1373",2018-10-04,66
"1374",2018-10-05,59
"1375",2018-10-06,58
"1376",2018-10-07,66
"1377",2018-10-08,58
"1378",2018-10-09,69
"1379",2018-10-10,76
"1380",2018-10-11,63
"1381",2018-10-12,58
"1382",2018-10-13,51
"1383",2018-10-14,52
"1384",2018-10-15,57
"1385",2018-10-16,54
"1386",2018-10-17,52
"1387",2018-10-18,44
"1388",2018-10-19,50
"1389",2018-10-20,59
"1390",2018-10-21,47
"1391",2018-10-22,44
"1392",2018-10-23,49
"1393",2018-10-24,46
"1394",2018-10-25,44
"1395",2018-10-26,41
"1396",2018-10-27,49
"1397",2018-10-28,49
"1398",2018-10-29,52
"1399",2018-10-30,46
"1400",2018-10-31,47
"1401",2018-11-01,57
"1402",2018-11-02,64
"1403",2018-11-03,56
"1404",2018-11-04,47
"1405",2018-11-05,50
"1406",2018-11-06,52
"1407",2018-11-07,58
"1408",2018-11-08,50
"1409",2018-11-09,47
"1410",2018-11-10,45
"1411",2018-11-11,40
"1412",2018-11-12,42
"1413",2018-11-13,48
"1414",2018-11-14,34
"1415",2018-11-15,29
"1416",2018-11-16,39
"1417",2018-11-17,43
"1418",2018-11-18,40
"1419",2018-11-19,38
"1420",2018-11-20,38
"1421",2018-11-21,36
"1422",2018-11-22,18
"1423",2018-11-23,24
"1424",2018-11-24,38
"1425",2018-11-25,45
"1426",2018-11-26,45
"1427",2018-11-27,44
"1428",2018-11-28,40
"1429",2018-11-29,42
"1430",2018-11-30,38
"1431",2018-12-01,39
"1432",2018-12-02,46
"1433",2018-12-03,51
"1434",2018-12-04,36
"1435",2018-12-05,30
"1436",2018-12-06,36
"1437",2018-12-07,35
"1438",2018-12-08,26
"1439",2018-12-09,30
"1440",2018-12-10,33
"1441",2018-12-11,31
"1442",2018-12-12,32
"1443",2018-12-13,28
"1444",2018-12-14,39
"1445",2018-12-15,48
"1446",2018-12-16,43
"1447",2018-12-17,39
"1448",2018-12-18,30
"1449",2018-12-19,32
"1450",2018-12-20,41
"1451",2018-12-21,54
"1452",2018-12-22,48
"1453",2018-12-23,37
"1454",2018-12-24,36
"1455",2018-12-25,34
"1456",2018-12-26,33
"1457",2018-12-27,33
"1458",2018-12-28,44
"1459",2018-12-29,47
"1460",2018-12-30,30
"1461",2018-12-31,38
"1462",2019-01-01,47
"1463",2019-01-02,32
"1464",2019-01-03,39
"1465",2019-01-04,41
"1466",2019-01-05,40
"1467",2019-01-06,38
"1468",2019-01-07,26
"1469",2019-01-08,36
"1470",2019-01-09,40
"1471",2019-01-10,34
"1472",2019-01-11,25
"1473",2019-01-12,21
"1474",2019-01-13,22
"1475",2019-01-14,27
"1476",2019-01-15,29
"1477",2019-01-16,33
"1478",2019-01-17,25
"1479",2019-01-18,35
"1480",2019-01-19,31
"1481",2019-01-20,27
"1482",2019-01-21,7
"1483",2019-01-22,18
"1484",2019-01-23,33
"1485",2019-01-24,52
"1486",2019-01-25,36
"1487",2019-01-26,30
"1488",2019-01-27,37
"1489",2019-01-28,30
"1490",2019-01-29,30
"1491",2019-01-30,29
"1492",2019-01-31,11
"1493",2019-02-01,17
"1494",2019-02-02,25
"1495",2019-02-03,34
"1496",2019-02-04,47
"1497",2019-02-05,52
"1498",2019-02-06,36
"1499",2019-02-07,39
"1500",2019-02-08,42
"1501",2019-02-09,30
"1502",2019-02-10,30
"1503",2019-02-11,31
"1504",2019-02-12,27
"1505",2019-02-13,38
"1506",2019-02-14,35
"1507",2019-02-15,43
"1508",2019-02-16,40
"1509",2019-02-17,29
"1510",2019-02-18,29
"1511",2019-02-19,24
"1512",2019-02-20,26
"1513",2019-02-21,38
"1514",2019-02-22,41
"1515",2019-02-23,34
"1516",2019-02-24,41
"1517",2019-02-25,36
"1518",2019-02-26,27
"1519",2019-02-27,20
"1520",2019-02-28,24
"1521",2019-03-01,30
"1522",2019-03-02,33
"1523",2019-03-03,36
"1524",2019-03-04,35
"1525",2019-03-05,25
"1526",2019-03-06,22
"1527",2019-03-07,22
"1528",2019-03-08,28
"1529",2019-03-09,34
"1530",2019-03-10,36
"1531",2019-03-11,43
"1532",2019-03-12,40
"1533",2019-03-13,36
"1534",2019-03-14,42
"1535",2019-03-15,54
"1536",2019-03-16,47
"1537",2019-03-17,37
"1538",2019-03-18,36
"1539",2019-03-19,39
"1540",2019-03-20,41
"1541",2019-03-21,43
"1542",2019-03-22,41
"1543",2019-03-23,41
"1544",2019-03-24,46
"1545",2019-03-25,44
"1546",2019-03-26,37
"1547",2019-03-27,36
"1548",2019-03-28,43
"1549",2019-03-29,50
"1550",2019-03-30,52
"1551",2019-03-31,56
"1552",2019-04-01,42
"1553",2019-04-02,42
"1554",2019-04-03,48
"1555",2019-04-04,45
"1556",2019-04-05,39
"1557",2019-04-06,51
"1558",2019-04-07,55
"1559",2019-04-08,45
"1560",2019-04-09,38
"1561",2019-04-10,41
"1562",2019-04-11,43
"1563",2019-04-12,48
"1564",2019-04-13,64
"1565",2019-04-14,57
"1566",2019-04-15,55
"1567",2019-04-16,51
"1568",2019-04-17,51
"1569",2019-04-18,49
"1570",2019-04-19,69
"1571",2019-04-20,67
"1572",2019-04-21,60
"1573",2019-04-22,53
"1574",2019-04-23,49
"1575",2019-04-24,55
"1576",2019-04-25,51
"1577",2019-04-26,48
"1578",2019-04-27,50
"1579",2019-04-28,49
"1580",2019-04-29,53
"1581",2019-04-30,49
"1582",2019-05-01,51
"1583",2019-05-02,47
"1584",2019-05-03,50
"1585",2019-05-04,51
"1586",2019-05-05,50
"1587",2019-05-06,52
"1588",2019-05-07,60
"1589",2019-05-08,57
"1590",2019-05-09,52
"1591",2019-05-10,57
"1592",2019-05-11,64
"1593",2019-05-12,48
"1594",2019-05-13,49
"1595",2019-05-14,45
"1596",2019-05-15,52
"1597",2019-05-16,58
"1598",2019-05-17,56
"1599",2019-05-18,61
"1600",2019-05-19,62
"1601",2019-05-20,74
"1602",2019-05-21,65
"1603",2019-05-22,60
"1604",2019-05-23,61
"1605",2019-05-24,64
"1606",2019-05-25,63
"1607",2019-05-26,73
"1608",2019-05-27,66
"1609",2019-05-28,57
"1610",2019-05-29,52
"1611",2019-05-30,58
"1612",2019-05-31,62
"1613",2019-06-01,59
"1614",2019-06-02,56
"1615",2019-06-03,64
"1616",2019-06-04,64
"1617",2019-06-05,72
"1618",2019-06-06,68
"1619",2019-06-07,69
"1620",2019-06-08,68
"1621",2019-06-09,68
"1622",2019-06-10,66
"1623",2019-06-11,71
"1624",2019-06-12,67
"1625",2019-06-13,57
"1626",2019-06-14,65
"1627",2019-06-15,73
"1628",2019-06-16,68
"1629",2019-06-17,70
"1630",2019-06-18,66
"1631",2019-06-19,65
"1632",2019-06-20,66
"1633",2019-06-21,68
"1634",2019-06-22,71
"1635",2019-06-23,77
"1636",2019-06-24,72
"1637",2019-06-25,68
"1638",2019-06-26,68
"1639",2019-06-27,65
"1640",2019-06-28,74
"1641",2019-06-29,75
"1642",2019-06-30,72
"1643",2019-07-01,73
"1644",2019-07-02,79
"1645",2019-07-03,80
"1646",2019-07-04,79
"1647",2019-07-05,81
"1648",2019-07-06,81
"1649",2019-07-07,72
"1650",2019-07-08,72
"1651",2019-07-09,79
"1652",2019-07-10,79
"1653",2019-07-11,77
"1654",2019-07-12,73
"1655",2019-07-13,79
"1656",2019-07-14,83
"1657",2019-07-15,79
"1658",2019-07-16,80
"1659",2019-07-17,82
"1660",2019-07-18,71
"1661",2019-07-19,79
"1662",2019-07-20,89
"1663",2019-07-21,90
"1664",2019-07-22,78
"1665",2019-07-23,67
"1666",2019-07-24,72
"1667",2019-07-25,73
"1668",2019-07-26,75
"1669",2019-07-27,75
"1670",2019-07-28,80
"1671",2019-07-29,84
"1672",2019-07-30,84
"1673",2019-07-31,80
"1674",2019-08-01,80
"1675",2019-08-02,76
"1676",2019-08-03,79
"1677",2019-08-04,76
"1678",2019-08-05,72
"1679",2019-08-06,71
"1680",2019-08-07,76
"1681",2019-08-08,77
"1682",2019-08-09,78
"1683",2019-08-10,74
"1684",2019-08-11,72
"1685",2019-08-12,78
"1686",2019-08-13,77
"1687",2019-08-14,70
"1688",2019-08-15,67
"1689",2019-08-16,69
"1690",2019-08-17,70
"1691",2019-08-18,74
"1692",2019-08-19,83
"1693",2019-08-20,78
"1694",2019-08-21,77
"1695",2019-08-22,81
"1696",2019-08-23,76
"1697",2019-08-24,68
"1698",2019-08-25,65
"1699",2019-08-26,65
"1700",2019-08-27,69
"1701",2019-08-28,69
"1702",2019-08-29,76
"1703",2019-08-30,78
"1704",2019-08-31,75
"1705",2019-09-01,67
"1706",2019-09-02,69
"1707",2019-09-03,71
"1708",2019-09-04,74
"1709",2019-09-05,66
"1710",2019-09-06,65
"1711",2019-09-07,65
"1712",2019-09-08,69
"1713",2019-09-09,65
"1714",2019-09-10,67
"1715",2019-09-11,77
"1716",2019-09-12,66
"1717",2019-09-13,61
"1718",2019-09-14,64
"1719",2019-09-15,74
"1720",2019-09-16,69
"1721",2019-09-17,64
"1722",2019-09-18,60
"1723",2019-09-19,58
"1724",2019-09-20,67
"1725",2019-09-21,72
"1726",2019-09-22,75
"1727",2019-09-23,79
"1728",2019-09-24,72
"1729",2019-09-25,63
